session_id,window_idx,prompt_in_window,window_start_ms,window_end_ms,window_start_timestamp,window_end_timestamp,selection_timestamp,selection_frame,selection_sim_time,selection_speed_kmh,participantid,environment,secondary_task,functionname,emotion,modeltype,state_model,w_fcd,ambient_gain,ambient_seed,ambient_source,user_selected_loa,system_action,system_level,system_loa,system_message,system_probs,system_profile,system_fallback,system_fallback_reason,system_fcd
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,6,1,264602,284602,2026-08-07T12:09:26.502769,2026-08-07T12:09:46.502769,2026-08-07T12:09:49.016,107075,1905.578,33.78,003,city,none,Provide weather update,,combined,xlstm,0.7,0.35,0,6260f154,0;1;2,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,6,2,264602,284602,2026-08-07T12:09:26.502769,2026-08-07T12:09:46.502769,2026-08-07T12:09:49.591,107075,1905.578,33.78,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0;1;2,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,7,1,287717,307717,2026-08-07T12:09:49.617769,2026-08-07T12:10:09.617769,2026-08-07T12:10:11.473,107476,1925.628,33.95,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,1;2,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,7,2,287717,307717,2026-08-07T12:09:49.617769,2026-08-07T12:10:09.617769,2026-08-07T12:10:11.777,107476,1925.628,33.95,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,1;2,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,8,1,309879,329879,2026-08-07T12:10:11.779769,2026-08-07T12:10:31.779769,2026-08-07T12:10:33.444,107876,1945.628,37.8,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,8,2,309879,329879,2026-08-07T12:10:11.779769,2026-08-07T12:10:31.779769,2026-08-07T12:10:33.844,107876,1945.628,37.8,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,9,1,331989,351989,2026-08-07T12:10:33.889769,2026-08-07T12:10:53.889769,2026-08-07T12:10:55.617,108277,1965.678,0.24,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,9,2,331989,351989,2026-08-07T12:10:33.889769,2026-08-07T12:10:53.889769,2026-08-07T12:10:56.050,108277,1965.678,0.24,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,10,1,354197,374197,2026-08-07T12:10:56.097769,2026-08-07T12:11:16.097769,2026-08-07T12:11:18.961,108678,1985.728,2.68,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,10,2,354197,374197,2026-08-07T12:10:56.097769,2026-08-07T12:11:16.097769,2026-08-07T12:11:19.377,108678,1985.728,2.68,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,11,1,377513,397513,2026-08-07T12:11:19.413769,2026-08-07T12:11:39.413769,2026-08-07T12:11:41.942,109079,2005.778,19.57,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,3,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,11,2,377513,397513,2026-08-07T12:11:19.413769,2026-08-07T12:11:39.413769,2026-08-07T12:11:43.205,109079,2005.778,19.57,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,12,1,401328,421328,2026-08-07T12:11:43.228769,2026-08-07T12:12:03.228769,2026-08-07T12:12:05.308,109480,2025.828,7.31,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,12,2,401328,421328,2026-08-07T12:11:43.228769,2026-08-07T12:12:03.228769,2026-08-07T12:12:06.236,109480,2025.828,7.31,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,2,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,13,1,424340,444340,2026-08-07T12:12:06.240769,2026-08-07T12:12:26.240769,2026-08-07T12:12:28.081,109880,2045.828,32.53,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,13,2,424340,444340,2026-08-07T12:12:06.240769,2026-08-07T12:12:26.240769,2026-08-07T12:12:28.497,109880,2045.828,32.53,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,14,1,446601,466601,2026-08-07T12:12:28.501769,2026-08-07T12:12:48.501769,2026-08-07T12:12:50.550,110280,2065.828,0.0,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,4,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,14,2,446601,466601,2026-08-07T12:12:28.501769,2026-08-07T12:12:48.501769,2026-08-07T12:12:50.773,110280,2065.828,0.0,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,4,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,15,1,468909,488909,2026-08-07T12:12:50.809769,2026-08-07T12:13:10.809769,2026-08-07T12:13:12.826,110681,2085.878,36.25,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,15,2,468909,488909,2026-08-07T12:12:50.809769,2026-08-07T12:13:10.809769,2026-08-07T12:13:13.785,110681,2085.878,36.25,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,16,1,491922,511922,2026-08-07T12:13:13.822769,2026-08-07T12:13:33.822769,2026-08-07T12:13:35.519,111082,2105.928,32.93,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,16,2,491922,511922,2026-08-07T12:13:13.822769,2026-08-07T12:13:33.822769,2026-08-07T12:13:35.726,111082,2105.928,32.93,003,city,none,Provide weather update,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,17,1,513833,533833,2026-08-07T12:13:35.733769,2026-08-07T12:13:55.733769,2026-08-07T12:13:57.733,111482,2125.928,0.0,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,17,2,513833,533833,2026-08-07T12:13:35.733769,2026-08-07T12:13:55.733769,2026-08-07T12:13:57.974,111482,2125.928,0.0,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,18,1,536094,556094,2026-08-07T12:13:57.994769,2026-08-07T12:14:17.994769,2026-08-07T12:14:20.634,111883,2145.978,0.0,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,18,2,536094,556094,2026-08-07T12:13:57.994769,2026-08-07T12:14:17.994769,2026-08-07T12:14:20.810,111883,2145.978,0.0,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,19,1,558911,578911,2026-08-07T12:14:20.811769,2026-08-07T12:14:40.811769,2026-08-07T12:14:42.587,112283,2165.978,30.81,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,19,2,558911,578911,2026-08-07T12:14:20.811769,2026-08-07T12:14:40.811769,2026-08-07T12:14:42.860,112283,2165.978,30.81,003,city,none,Provide weather update,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,20,1,580970,600970,2026-08-07T12:14:42.870769,2026-08-07T12:15:02.870769,2026-08-07T12:15:04.774,112683,2185.978,0.0,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0;1;2,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,20,2,580970,600970,2026-08-07T12:14:42.870769,2026-08-07T12:15:02.870769,2026-08-07T12:15:05.046,112683,2185.978,0.0,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,21,1,603179,623179,2026-08-07T12:15:05.079769,2026-08-07T12:15:25.079769,2026-08-07T12:15:26.855,113084,2206.028,28.55,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,21,2,603179,623179,2026-08-07T12:15:05.079769,2026-08-07T12:15:25.079769,2026-08-07T12:15:27.080,113084,2206.028,28.55,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,22,1,625190,645190,2026-08-07T12:15:27.090769,2026-08-07T12:15:47.090769,2026-08-07T12:15:48.626,113485,2226.078,0.0,003,city,none,Provide weather update,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,22,2,625190,645190,2026-08-07T12:15:27.090769,2026-08-07T12:15:47.090769,2026-08-07T12:15:48.803,113485,2226.078,0.0,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,23,1,646950,666950,2026-08-07T12:15:48.850769,2026-08-07T12:16:08.850769,2026-08-07T12:16:10.643,113886,2246.128,11.68,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,23,2,646950,666950,2026-08-07T12:15:48.850769,2026-08-07T12:16:08.850769,2026-08-07T12:16:10.803,113886,2246.128,11.68,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,24,1,668908,688908,2026-08-07T12:16:10.808769,2026-08-07T12:16:30.808769,2026-08-07T12:16:32.936,114286,2266.128,0.0,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,24,2,668908,688908,2026-08-07T12:16:10.808769,2026-08-07T12:16:30.808769,2026-08-07T12:16:33.145,114286,2266.128,0.0,003,city,none,Provide weather update,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,25,1,691267,711267,2026-08-07T12:16:33.167769,2026-08-07T12:16:53.167769,2026-08-07T12:16:55.071,114687,2286.178,0.0,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0;1;2,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,25,2,691267,711267,2026-08-07T12:16:33.167769,2026-08-07T12:16:53.167769,2026-08-07T12:16:55.471,114687,2286.178,0.0,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,26,1,713577,733577,2026-08-07T12:16:55.477769,2026-08-07T12:17:15.477769,2026-08-07T12:17:17.478,115087,2306.178,14.62,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,26,2,713577,733577,2026-08-07T12:16:55.477769,2026-08-07T12:17:15.477769,2026-08-07T12:17:18.406,115087,2306.178,14.62,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,27,1,736539,756539,2026-08-07T12:17:18.439769,2026-08-07T12:17:38.439769,2026-08-07T12:17:40.616,115488,2326.228,0.0,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,27,2,736539,756539,2026-08-07T12:17:18.439769,2026-08-07T12:17:38.439769,2026-08-07T12:17:41.879,115488,2326.228,0.0,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,28,1,760007,780007,2026-08-07T12:17:41.907769,2026-08-07T12:18:01.907769,2026-08-07T12:18:04.371,115889,2346.278,0.0,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,28,2,760007,780007,2026-08-07T12:17:41.907769,2026-08-07T12:18:01.907769,2026-08-07T12:18:04.611,115889,2346.278,0.0,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,29,1,782724,802724,2026-08-07T12:18:04.624769,2026-08-07T12:18:24.624769,2026-08-07T12:18:26.641,116290,2366.328,53.02,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,29,2,782724,802724,2026-08-07T12:18:04.624769,2026-08-07T12:18:24.624769,2026-08-07T12:18:26.865,116290,2366.328,53.02,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,30,1,804985,824985,2026-08-07T12:18:26.885769,2026-08-07T12:18:46.885769,2026-08-07T12:18:48.869,116691,2386.378,60.38,003,city,none,Provide weather update,,combined,xlstm,0.7,0.35,0,6260f154,0;1;2,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,30,2,804985,824985,2026-08-07T12:18:26.885769,2026-08-07T12:18:46.885769,2026-08-07T12:18:49.142,116691,2386.378,60.38,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,31,1,827245,847245,2026-08-07T12:18:49.145769,2026-08-07T12:19:09.145769,2026-08-07T12:19:10.826,117091,2406.378,34.15,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,31,2,827245,847245,2026-08-07T12:18:49.145769,2026-08-07T12:19:09.145769,2026-08-07T12:19:10.971,117091,2406.378,34.15,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,32,1,849103,869103,2026-08-07T12:19:11.003769,2026-08-07T12:19:31.003769,2026-08-07T12:19:32.635,117492,2426.428,30.54,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,32,2,849103,869103,2026-08-07T12:19:11.003769,2026-08-07T12:19:31.003769,2026-08-07T12:19:32.844,117492,2426.428,30.54,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,33,1,870959,890959,2026-08-07T12:19:32.859769,2026-08-07T12:19:52.859769,2026-08-07T12:19:54.636,117893,2446.478,12.18,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,33,2,870959,890959,2026-08-07T12:19:32.859769,2026-08-07T12:19:52.859769,2026-08-07T12:19:54.828,117893,2446.478,12.18,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,34,1,892968,912968,2026-08-07T12:19:54.868769,2026-08-07T12:20:14.868769,2026-08-07T12:20:16.613,118294,2466.528,32.48,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,34,2,892968,912968,2026-08-07T12:19:54.868769,2026-08-07T12:20:14.868769,2026-08-07T12:20:16.772,118294,2466.528,32.48,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,35,1,914879,934879,2026-08-07T12:20:16.779769,2026-08-07T12:20:36.779769,2026-08-07T12:20:39.420,118694,2486.528,4.16,003,city,none,Provide weather update,,combined,xlstm,0.7,0.35,0,6260f154,3,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,35,2,914879,934879,2026-08-07T12:20:16.779769,2026-08-07T12:20:36.779769,2026-08-07T12:20:39.643,118694,2486.528,4.16,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,3,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,36,1,937789,957789,2026-08-07T12:20:39.689769,2026-08-07T12:20:59.689769,2026-08-07T12:21:01.434,119095,2506.578,0.0,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,36,2,937789,957789,2026-08-07T12:20:39.689769,2026-08-07T12:20:59.689769,2026-08-07T12:21:01.626,119095,2506.578,0.0,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,37,1,959747,979747,2026-08-07T12:21:01.647769,2026-08-07T12:21:21.647769,2026-08-07T12:21:23.456,119496,2526.628,32.36,003,city,none,Send a text message,,combined,xlstm,0.7,0.35,0,6260f154,1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,37,2,959747,979747,2026-08-07T12:21:01.647769,2026-08-07T12:21:21.647769,2026-08-07T12:21:23.615,119496,2526.628,32.36,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,38,1,981758,1001758,2026-08-07T12:21:23.658769,2026-08-07T12:21:43.658769,2026-08-07T12:21:45.914,119897,2546.678,32.13,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
39acd25a-0f4e-4ec5-81e0-5bbb32a56fb5,38,2,981758,1001758,2026-08-07T12:21:23.658769,2026-08-07T12:21:43.658769,2026-08-07T12:21:46.106,119897,2546.678,32.13,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,1,1,96527,116527,2026-08-07T12:29:47.974504,2026-08-07T12:30:07.974504,2026-08-07T12:30:11.205,156302,3043.053,71.8,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,4,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,1,2,96527,116527,2026-08-07T12:29:47.974504,2026-08-07T12:30:07.974504,2026-08-07T12:30:12.422,156302,3043.053,71.8,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,4,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,2,1,120996,140996,2026-08-07T12:30:12.443504,2026-08-07T12:30:32.443504,2026-08-07T12:30:34.699,156703,3063.103,0.0,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,2,2,120996,140996,2026-08-07T12:30:12.443504,2026-08-07T12:30:32.443504,2026-08-07T12:30:35.019,156703,3063.103,0.0,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,1,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,3,1,143611,163611,2026-08-07T12:30:35.058504,2026-08-07T12:30:55.058504,2026-08-07T12:30:56.834,157104,3083.153,0.0,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,3,2,143611,163611,2026-08-07T12:30:35.058504,2026-08-07T12:30:55.058504,2026-08-07T12:30:57.074,157104,3083.153,0.0,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,4,1,165669,185669,2026-08-07T12:30:57.116504,2026-08-07T12:31:17.116504,2026-08-07T12:31:19.036,157505,3103.203,0.0,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,4,2,165669,185669,2026-08-07T12:30:57.116504,2026-08-07T12:31:17.116504,2026-08-07T12:31:19.324,157505,3103.203,0.0,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,5,1,187878,207878,2026-08-07T12:31:19.325504,2026-08-07T12:31:39.325504,2026-08-07T12:31:41.085,157905,3123.203,36.4,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,5,2,187878,207878,2026-08-07T12:31:19.325504,2026-08-07T12:31:39.325504,2026-08-07T12:31:41.276,157905,3123.203,36.4,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,6,1,209836,229836,2026-08-07T12:31:41.283504,2026-08-07T12:32:01.283504,2026-08-07T12:32:03.827,158306,3143.253,33.42,003,city,none,Provide weather update,,combined,xlstm,0.7,0.35,0,6260f154,3,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,6,2,209836,229836,2026-08-07T12:31:41.283504,2026-08-07T12:32:01.283504,2026-08-07T12:32:03.987,158306,3143.253,33.42,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,3,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,7,1,232546,252546,2026-08-07T12:32:03.993504,2026-08-07T12:32:23.993504,2026-08-07T12:32:25.817,158707,3163.303,25.21,003,city,none,Provide traffic news,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,7,2,232546,252546,2026-08-07T12:32:03.993504,2026-08-07T12:32:23.993504,2026-08-07T12:32:26.025,158707,3163.303,25.21,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,0,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,8,1,254604,274604,2026-08-07T12:32:26.051504,2026-08-07T12:32:46.051504,2026-08-07T12:32:48.147,159108,3183.353,34.47,003,city,none,Start a phone call,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
c470d5b2-d1b2-45cf-a112-c8969f3c2e0d,8,2,254604,274604,2026-08-07T12:32:26.051504,2026-08-07T12:32:46.051504,2026-08-07T12:32:48.355,159108,3183.353,34.47,003,city,none,Change song,,combined,xlstm,0.7,0.35,0,6260f154,0;1,,,,,,,,,
